result_id,group_id,group_by,metric_length_in_chars,metric_length_in_words,metric_length_in_unique_words,metric_length_in_concepts,metric_length_in_sentences,metric_type_token_ratio,metric_avg_word_length_in_chars,metric_avg_sentence_length_in_chars,metric_avg_sentence_length_in_words,metric_avg_sentence_length_in_unique_words,metric_length_in_first_person_singular,metric_length_in_first_person_plural,metric_length_in_second_person,metric_length_in_third_person_singular,metric_length_in_third_person_plural,metric_length_in_first_person,metric_length_in_third_person,metric_dsi,metric_surprise,metric_raw_surprises,metric_n_gram_diversity,metric_pos_diversity,metric_avg_dep_num_clauses,metric_max_dep_num_clauses,metric_avg_dep_path_length,metric_max_dep_path_length,metric_avg_constituency_tree_depth,metric_max_constituency_tree_depth,metric_readability_flesch_ease,metric_readability_flesch_kincaid,metric_avg_pos_noun_ratio,metric_avg_pos_verb_ratio,metric_avg_pos_adj_ratio,metric_avg_pos_adv_ratio,metric_avg_pos_pron_ratio,metric_avg_pos_det_ratio,metric_avg_pos_adp_ratio,metric_inv_homogen,metric_novelty,metric_theme_uniqueness,metric_interestingness
0c871ca2d006,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",962,166,108,78,5,0.6506024096385542,4.662650602409639,191.6,33.2,28.4,0,0,0,4,1,0,5,0.21603434356974635,0.008267137056840332,"[0.008321674244526123, 0.00746248526014251, 0.0004216181291090415, 0.0003284964799029899]","[0.6506024096385542, 0.9454545454545454, 1.0, 1.0, 1.0]","[0.0783132530120482, 0.3333333333333333, 0.5914634146341463, 0.7607361963190185, 0.8950617283950617]",3.2,7,4.053981748762452,11,12.8,16,65.63400000000003,13.644333333333332,0.2589143769608464,0.10327048073270587,0.12130050718214944,0.03045977011494253,0.036045368533603454,0.1809663367520646,0.12951284837997157,0.10799665554710057,0.004569248451725683,0.16666666666666666,0.038537304690389906
afb30fade4ee,"['gpt-4', 'petrol-diesel-pump']","['model', 'id']",791,134,90,65,5,0.6716417910447762,4.7835820895522385,157.4,26.8,23.8,0,0,0,6,2,0,8,0.21976058958814695,0.005130871941172885,"[0.004230354702661893, 0.003490559118134645, 0.0014082751048156705, 0.0011325549567335613]","[0.6716417910447762, 0.9548872180451128, 0.9848484848484849, 0.9923664122137404, 1.0]","[0.08955223880597014, 0.3533834586466165, 0.6666666666666666, 0.8854961832061069, 0.9461538461538461]",4.6,6,3.2541894301076413,9,10.4,13,70.647025974026,11.057064935064936,0.2916296991067789,0.13317203905319355,0.08267260300537041,0.008,0.054777351680577485,0.14975737787961896,0.13166857816772928,0.10050252468689629,0.0028832435850755234,0.16666666666666666,0.04453193914322623
f442c0201e0f,"['gpt-4', 'organ-empire-comply']","['model', 'id']",1012,172,116,80,5,0.6744186046511628,4.767441860465116,201.6,34.4,29.0,0,0,0,6,0,0,6,0.21749125024940394,0.014704972538946023,"[0.011759630695390433, 0.012353962415700886, 0.0046372589352843, 0.0006590930315164278]","[0.6744186046511628, 0.9590643274853801, 1.0, 1.0, 1.0]","[0.0755813953488372, 0.26900584795321636, 0.5176470588235295, 0.7692307692307693, 0.8869047619047619]",5.6,11,4.130116319906669,13,14.2,20,62.793206185567044,14.1399381443299,0.2881857277603273,0.1409225252789085,0.06994631540768075,0.013859020310633213,0.062245043684521204,0.17156522393272758,0.151622298791444,0.1139594290567481,0.0010640940845156877,0.3333333333333333,0.018672192096710172
09b2acd56af7,"['gpt-4', 'organ-empire-comply']","['model', 'id']",906,150,98,75,5,0.6533333333333333,4.926666666666667,180.4,30.0,24.8,0,0,0,2,1,0,3,0.2171101535977544,0.008157964459567818,"[0.0014943074164235348, 0.004200026726856293, 0.002613869543169056, 0.008007725232686752]","[0.6533333333333333, 0.9798657718120806, 1.0, 1.0, 1.0]","[0.07333333333333333, 0.31543624161073824, 0.6283783783783784, 0.8095238095238095, 0.9657534246575342]",4.4,7,4.267370751273902,15,11.8,18,63.45599999999999,12.75566666666667,0.25794117647058823,0.156078431372549,0.09519607843137255,0.0,0.034583333333333334,0.17279411764705882,0.16691176470588234,0.08350167326305223,0.0018262873878147623,0.25,0.007412372884296192
8a7ab980a264,"['gpt-4', 'organ-empire-comply']","['model', 'id']",957,171,107,76,5,0.6257309941520468,4.497076023391813,190.6,34.2,27.4,0,0,0,5,1,0,6,0.21772006195888186,0.006268689842242214,"[0.004079410091501673, 0.0016001300378279404, 5.661665080369804e-05, 0.006801222904351117]","[0.6257309941520468, 0.9470588235294117, 1.0, 1.0, 1.0]","[0.07017543859649122, 0.3176470588235294, 0.6568047337278107, 0.8809523809523809, 0.9640718562874252]",4.6,6,3.5966374297285526,10,11.4,14,63.430875000000015,13.951625,0.27262321856642346,0.12530043992518639,0.06238955770395933,0.011442006269592476,0.050624851821606386,0.19441426727430783,0.11738968941808699,0.09898960331211919,0.0006064706655598551,0.25,0.008267207940419519
46bab5cb1f97,"['gpt-4', 'organ-empire-comply']","['model', 'id']",963,164,108,79,5,0.6585365853658537,4.75,191.8,32.8,27.0,0,0,0,3,2,0,5,0.2165240835772053,0.0033953938869274725,"[0.002588737885124176, 0.002085613271015724, 0.0007630842072623156, 0.0013533524104527295]","[0.6585365853658537, 0.9386503067484663, 0.9876543209876543, 1.0, 1.0]","[0.07926829268292683, 0.26993865030674846, 0.5555555555555556, 0.7888198757763976, 0.93125]",5.0,6,4.0253851789551325,10,10.8,13,59.46087096774194,14.20724731182796,0.29166606813665635,0.13307237424884483,0.07955996073643133,0.023529411764705882,0.04084368790251143,0.17085781321075438,0.15731283966578083,0.08510873369548631,0.0029984274289129864,0.2,0.020472627026694168
3ab6b8ca8073,"['gpt-4', 'organ-empire-comply']","['model', 'id']",847,143,96,68,5,0.6713286713286714,4.811188811188811,168.6,28.6,24.8,0,0,0,6,0,0,6,0.21747794001640408,0.008953447710900078,"[0.0037456946495251775, 0.001364954880305691, 0.002077656864246602, 0.010718589027722686]","[0.6713286713286714, 0.9507042253521126, 1.0, 1.0, 1.0]","[0.09090909090909091, 0.30985915492957744, 0.5886524822695035, 0.7928571428571428, 0.8992805755395683]",3.6,5,4.016277917770455,11,11.6,14,68.46011111111113,11.759580246913583,0.30078292578292576,0.12237952237952238,0.0842056342056342,0.005405405405405406,0.05639210639210639,0.18415200915200916,0.11963749463749464,0.09598399504371312,0.0010907145505154037,0.2,0.013187110424041748
2b02fd80111f,"['gpt-4', 'organ-empire-comply']","['model', 'id']",837,151,97,69,5,0.6423841059602649,4.437086092715232,166.6,30.2,25.6,0,0,0,4,0,0,4,0.21571632515947126,0.013537753801875677,"[0.011373553591084773, 0.011768663577642446, 0.0016545858703741756, 0.002278704564649958]","[0.6423841059602649, 0.96, 1.0, 1.0, 1.0]","[0.0728476821192053, 0.3, 0.6040268456375839, 0.8108108108108109, 0.9319727891156463]",4.2,8,3.5425976538804105,10,9.8,12,69.12016279069769,12.164372093023257,0.2830482456140351,0.11744152046783626,0.09753411306042885,0.018179824561403508,0.03912280701754386,0.17687378167641324,0.13486598440545808,0.08796928499055945,0.0046139442643810535,0.3333333333333333,0.016951560974121094
08aae170d7a8,"['gpt-4', 'organ-empire-comply']","['model', 'id']",926,157,108,79,5,0.6878980891719745,4.7834394904458595,184.4,31.4,26.8,0,0,0,3,2,0,5,0.21639539175163575,0.007286066537589023,"[0.0035544805072368346, 0.0022270856579684195, 0.0012664151789555933, 0.007524151731017198]","[0.6878980891719745, 0.9807692307692307, 1.0, 1.0, 1.0]","[0.08280254777070063, 0.2948717948717949, 0.567741935483871, 0.7727272727272727, 0.9084967320261438]",3.8,8,3.8288329374702843,11,11.2,18,63.287516853932615,13.276022471910114,0.2983328213005632,0.11986277521761393,0.10627547363031234,0.01216589861751152,0.033880184331797236,0.17032872503840246,0.15051203277009728,0.09834338271099588,0.0032558110800520734,0.2,0.01438545783360795
d27cf06d4c22,"['gpt-4', 'organ-empire-comply']","['model', 'id']",811,143,93,67,5,0.6503496503496503,4.545454545454546,161.4,28.6,24.2,0,0,0,8,0,0,8,0.21403374511804155,0.00889514351174947,"[0.011755523866131212, 0.0008599806017491607, 0.0005718296045785498, 0.004602952951040018]","[0.6503496503496503, 0.9647887323943662, 0.9929078014184397, 1.0, 1.0]","[0.08391608391608392, 0.3380281690140845, 0.6595744680851063, 0.8357142857142857, 0.9280575539568345]",4.4,6,3.486106638009545,10,11.8,17,72.01839263803683,11.312957055214724,0.2782937062937063,0.15414452214452215,0.021445221445221447,0.012121212121212121,0.05695104895104895,0.16983682983682985,0.15414452214452215,0.08327671755915103,0.007979104347240473,0.2,0.0013051946957906013
b89c9c554e37,"['gpt-4', 'organ-empire-comply']","['model', 'id']",860,146,94,64,5,0.6438356164383562,4.773972602739726,171.2,29.2,23.4,0,0,0,3,0,0,3,0.21679972230441988,0.009359290572766951,"[0.0016204003612003415, 0.006019325359798516, 0.0070148567650832605, 0.004063998659451784]","[0.6438356164383562, 0.9310344827586207, 1.0, 1.0, 1.0]","[0.0821917808219178, 0.27586206896551724, 0.5069444444444444, 0.7062937062937062, 0.8450704225352113]",3.6,7,3.94427803419719,11,11.4,16,68.1514578313253,12.001373493975908,0.26260191421481743,0.14089844374474356,0.057268664289537155,0.007692307692307693,0.04719714188404891,0.21062479582403681,0.17003913227822146,0.08957061041956363,0.0024471499744838088,0.16666666666666666,0.01795576810836791
253fc2c4027c,"['gpt-4', 'organ-empire-comply']","['model', 'id']",768,139,88,57,5,0.6330935251798561,4.410071942446043,152.8,27.8,23.4,0,0,0,5,1,0,6,0.2127866711756938,0.006514058811685736,"[0.005566094790687093, 0.002267712680231626, 0.0025987788742663775, 0.002595531278186375]","[0.6330935251798561, 0.9565217391304348, 0.9927007299270073, 1.0, 1.0]","[0.08633093525179857, 0.34782608695652173, 0.6423357664233577, 0.8308823529411765, 0.9333333333333333]",4.8,8,3.6898419069230552,11,10.8,15,74.09770886075954,10.774506329113926,0.27965554408898063,0.1498612544432978,0.03093681917211329,0.02928976034858388,0.05098818942781791,0.17961288843022588,0.13138814356151818,0.08973553906316342,0.010473252231935959,0.25,0.028829133510589633
8bbe0ce565d7,"['gpt-4', 'organ-empire-comply']","['model', 'id']",802,141,90,60,5,0.6382978723404256,4.581560283687943,159.6,28.2,24.0,0,0,0,3,3,0,6,0.212658891368047,0.014666816470149016,"[0.007979493831103524, 0.009855022884550535, 0.004071804919800193, 0.007427311304843781]","[0.6382978723404256, 0.9571428571428572, 1.0, 1.0, 1.0]","[0.07092198581560284, 0.2571428571428571, 0.4892086330935252, 0.717391304347826, 0.8686131386861314]",3.6,5,3.673930183417105,12,9.8,15,73.36375000000002,10.976250000000004,0.2779057149746805,0.15340607668193876,0.08104252069769312,0.0,0.06993207941483803,0.19091712884816334,0.15810626155453741,0.08300295342569766,0.010728811847229569,0.2,0.010017930799060382
428d7fddd7b9,"['gpt-4', 'organ-empire-comply']","['model', 'id']",820,139,95,67,5,0.6834532374100719,4.762589928057554,163.2,27.8,23.6,0,0,0,4,0,0,4,0.21606032560444266,0.017953797830435422,"[0.005351957746970115, 0.012016480252256961, 0.012006839900424865, 0.006532317761218903]","[0.6834532374100719, 0.9710144927536232, 1.0, 1.0, 1.0]","[0.08633093525179857, 0.2971014492753623, 0.5328467153284672, 0.7426470588235294, 0.8888888888888888]",2.6,4,3.234992784992785,8,9.4,13,70.72000000000001,11.345000000000002,0.3094661558109834,0.1002911877394636,0.11298084291187739,0.02289655172413793,0.04189016602809706,0.18899616858237547,0.14277394636015325,0.10705864688624507,0.0039259433744382455,0.16666666666666666,0.020592168966929114
9dd4c7477628,"['gpt-4', 'organ-empire-comply']","['model', 'id']",834,152,97,66,5,0.6381578947368421,4.3881578947368425,166.0,30.4,26.0,0,0,0,1,2,0,3,0.2158226340522855,0.003549230627303876,"[0.0007912523898424006, 0.003629389955254636, 0.0014636831326441668, 0.0012141357768665484]","[0.6381578947368421, 0.9602649006622517, 1.0, 1.0, 1.0]","[0.07894736842105263, 0.304635761589404, 0.62, 0.8187919463087249, 0.9391891891891891]",5.2,7,3.7029102647642698,15,10.8,14,74.28852941176473,11.344117647058827,0.30548732943469786,0.12009892787524366,0.0630687134502924,0.01992982456140351,0.04726705653021442,0.1722309941520468,0.12767007797270954,0.09722206385239311,0.004401326478752576,0.2,0.011367058753967263
4def8f6aadf3,"['gpt-4', 'organ-empire-comply']","['model', 'id']",747,137,90,67,5,0.656934306569343,4.350364963503649,148.6,27.4,23.0,0,0,0,5,1,0,6,0.21339947257522865,0.011220199511381965,"[0.006457005144116207, 0.0065289673480120325, 0.0034936513864632646, 0.0059607751441724255]","[0.656934306569343, 0.9411764705882353, 1.0, 1.0, 1.0]","[0.08029197080291971, 0.3014705882352941, 0.5037037037037037, 0.6716417910447762, 0.8045112781954887]",3.8,5,3.565491506544138,10,11.2,15,77.23923376623377,10.137584415584417,0.27072072072072073,0.15078828828828827,0.09286036036036036,0.014583333333333334,0.052905405405405406,0.199481981981982,0.13409909909909912,0.10609703219455222,0.009247649432866267,0.3333333333333333,0.00014427039358355653
11e2f2da77e2,"['gpt-4', 'organ-empire-comply']","['model', 'id']",803,139,89,64,5,0.6402877697841727,4.64748201438849,159.8,27.8,22.2,0,0,0,3,0,0,3,0.21658608627816042,0.010467456299009512,"[0.008870953456922015, 0.0017386626947176187, 0.002746304962155638, 0.007578991484223752]","[0.6402877697841727, 0.9710144927536232, 1.0, 1.0, 1.0]","[0.09352517985611511, 0.34782608695652173, 0.6131386861313869, 0.7794117647058824, 0.8888888888888888]",3.0,5,3.528654013121054,11,10.8,13,69.27872151898737,11.446658227848104,0.24967289082731361,0.11303060590916662,0.055538140020898644,0.031579664713098,0.022884012539184952,0.2194970696469947,0.1358517710841549,0.09629122329794843,0.002874422027002721,0.2,0.029129588603973355
3a110a749b73,"['gpt-4', 'organ-empire-comply']","['model', 'id']",890,159,103,72,5,0.6477987421383647,4.471698113207547,177.2,31.8,26.2,0,0,0,5,0,0,5,0.21645277090289036,0.0045393198221091585,"[0.004232471553902883, 0.002515936465490448, 0.00032197478271664415, 0.0020082568421083413]","[0.6477987421383647, 0.9493670886075949, 0.9936305732484076, 1.0, 1.0]","[0.07547169811320754, 0.34177215189873417, 0.643312101910828, 0.8461538461538461, 0.9290322580645162]",5.6,9,3.531516806722689,11,10.6,13,69.83026229508198,12.611868852459018,0.27613738738738736,0.13576576576576577,0.061632882882882885,0.005,0.04916666666666667,0.1557545045045045,0.13536036036036037,0.09262954411299332,0.003141052777542841,0.25,0.03626626332600913
bb1eec0857e0,"['gpt-4', 'organ-empire-comply']","['model', 'id']",821,135,95,67,5,0.7037037037037037,4.977777777777778,163.4,27.0,23.8,0,0,0,6,2,0,8,0.21744463188731256,0.011700357861554322,"[0.010720089929444454, 0.004658333370179846, 0.0029421000332979785, 0.005080192390186367]","[0.7037037037037037, 0.9626865671641791, 0.9924812030075187, 1.0, 1.0]","[0.08888888888888889, 0.3358208955223881, 0.6541353383458647, 0.8712121212121212, 0.9618320610687023]",2.8,6,3.31649109170127,10,10.4,13,69.0583529411765,11.22896732026144,0.2810621101987706,0.1435379618412328,0.09313395202983303,0.0125,0.07935412023950185,0.14956333537737496,0.11416785694699949,0.09077043118684189,0.0011573308086984535,0.2,0.0025479276974995635
9924d1989757,"['gpt-4', 'organ-empire-comply']","['model', 'id']",886,153,107,76,5,0.6993464052287581,4.686274509803922,176.4,30.6,27.4,0,0,0,6,0,0,6,0.2127374239762624,0.007935479599914266,"[0.003360073054255508, 0.004161684352810641, 0.005328392363213863, 0.003020809429548521]","[0.6993464052287581, 0.9671052631578947, 1.0, 1.0, 1.0]","[0.0718954248366013, 0.3092105263157895, 0.609271523178808, 0.8133333333333334, 0.9261744966442953]",3.6,5,3.4679957469431155,10,9.2,11,69.89575862068968,12.155563218390803,0.2830374997227055,0.14158688507965483,0.1146224516636085,0.03701865637349508,0.04303673914352446,0.15911443230686834,0.13733714890555823,0.08235079827515976,0.01057174663079874,0.2,0.00033311976326833026
ef601de730e9,"['gpt-4', 'organ-empire-comply']","['model', 'id']",890,152,104,77,5,0.6842105263157895,4.7368421052631575,177.2,30.4,25.4,0,0,0,3,0,0,3,0.21455573169890121,0.004497367673300223,"[0.0004389986673032087, 0.004438802258044938, 0.0016249824772801291, 0.0024919519439721705]","[0.6842105263157895, 0.9602649006622517, 1.0, 1.0, 1.0]","[0.07894736842105263, 0.2582781456953642, 0.5, 0.7315436241610739, 0.8986486486486487]",3.2,7,3.8490274752569835,11,10.6,12,64.13218497109828,12.909780346820813,0.2930106395988749,0.12977750601280014,0.08979691003220415,0.04345668745668746,0.03412335412335413,0.20445020586197057,0.15271061106355224,0.09143692255020142,0.006935131185521137,0.16666666666666666,0.0060595143409002405
b28f18e3e485,"['gpt-4', 'organ-empire-comply']","['model', 'id']",740,128,89,60,5,0.6953125,4.6640625,147.2,25.6,22.8,0,0,0,3,0,0,3,0.21389119732851364,0.016638109322879624,"[0.007345799197498559, 0.0131064436501927, 0.00936691133361875, 0.0034570644644492388]","[0.6953125, 0.984251968503937, 1.0, 1.0, 1.0]","[0.09375, 0.28346456692913385, 0.5476190476190477, 0.736, 0.8709677419354839]",2.8,5,3.952701078074476,11,9.8,16,69.41891780821919,10.83087671232877,0.2854978354978355,0.11883116883116883,0.10487012987012986,0.022294372294372294,0.033766233766233764,0.1976190476190476,0.13885281385281387,0.09492647388707036,0.00826419992629629,0.16666666666666666,0.007402499232973425
bfd311904112,"['gpt-4', 'organ-empire-comply']","['model', 'id']",720,122,81,63,5,0.6639344262295082,4.778688524590164,143.2,24.4,20.8,0,0,0,1,0,0,1,0.21593307478270407,0.008082659508030249,"[0.0009869270464953062, 0.005102367202440894, 0.004982275764147448, 0.0050937490029768495]","[0.6639344262295082, 0.9752066115702479, 1.0, 1.0, 1.0]","[0.09836065573770492, 0.32231404958677684, 0.575, 0.7899159663865546, 0.8983050847457628]",2.8,5,3.408101354663711,9,9.6,12,72.66500000000002,10.080000000000002,0.27680952380952384,0.12923809523809524,0.11642857142857142,0.01633333333333333,0.015476190476190475,0.19366666666666668,0.15623809523809523,0.08851045888403188,0.004180445017915424,0.16666666666666666,0.006434353760310596
906853eae7c2,"['gpt-4', 'organ-empire-comply']","['model', 'id']",865,150,102,69,5,0.68,4.6466666666666665,172.2,30.0,25.4,0,0,0,1,2,0,3,0.21668119910224726,0.01370841030258066,"[0.01104283332824707, 0.008924258219731307, 0.002611814768283399, 0.004837914288899542]","[0.68, 0.9530201342281879, 0.9932432432432432, 1.0, 1.0]","[0.08666666666666667, 0.33557046979865773, 0.5945945945945946, 0.8095238095238095, 0.9452054794520548]",3.6,8,4.003517443942976,11,11.2,15,69.12016279069769,12.164372093023257,0.26259383128948344,0.1146748420661464,0.10843552582683018,0.03427350427350428,0.043671497584541065,0.19546265328874024,0.1327276105536975,0.13209338291831638,0.0026841963788290513,1.0,0.02508881489435827
4814906e0908,"['gpt-4', 'organ-empire-comply']","['model', 'id']",884,152,93,71,5,0.6118421052631579,4.7105263157894735,176.0,30.4,25.6,0,0,0,3,0,0,3,0.21475325995527764,0.012075095407433067,"[0.010774362829899742, 0.004873375752906639, 0.0007328681456737207, 0.007769584086386033]","[0.6118421052631579, 0.9337748344370861, 0.9933333333333333, 1.0, 1.0]","[0.08552631578947369, 0.2913907284768212, 0.5333333333333333, 0.7449664429530202, 0.8986486486486487]",3.6,6,4.21518976957664,13,9.8,11,68.3397142857143,12.422285714285717,0.32166505982541,0.12215857634412135,0.06596647806127896,0.010526315789473684,0.018837818528221004,0.1845962667630224,0.15103845743239358,0.09526005516881528,0.006540074672768292,0.2,0.01784007492519557
88390bac4df3,"['gpt-4', 'organ-empire-comply']","['model', 'id']",731,125,89,59,5,0.712,4.736,145.4,25.0,21.4,0,0,0,4,1,0,5,0.21420365484885345,0.012707132636303242,"[0.001690430125910719, 0.00504391337886001, 0.011607425531955678, 0.007072496235880077]","[0.712, 0.967741935483871, 1.0, 1.0, 1.0]","[0.096, 0.3387096774193548, 0.5609756097560976, 0.7131147540983607, 0.8099173553719008]",2.0,3,3.3417693732429194,8,10.2,15,78.01200000000001,9.383886524822696,0.2714189514189514,0.13257335257335257,0.07886724386724386,0.013468013468013467,0.04344636844636845,0.20316257816257816,0.15458633958633958,0.0870667903319649,0.0076392848856166595,0.16666666666666666,0.0072636416980198515
